y,verein,age,mw,datum_mw,x,marker,TM_URL
50000,Zenit\x20St.\x20Petersburg\x20II,17,\u20AC50Th.,2013-01-14,1358118000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6082.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
175000,Zenit\x20St.\x20Petersburg\x20II,20,\u20AC175Th.,2015-08-25,1440453600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6082.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
175000,Zenit\x20St.\x20Petersburg\x20II,20,\u20AC175Th.,2016-01-17,1452985200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6082.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
200000,Zenit\x20St.\x20Petersburg\x20II,21,\u20AC200Th.,2016-04-21,1461189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F6082.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
200000,FC\x20Lahti,21,\u20AC200Th.,2016-10-28,1477605600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2925_1617393778.png\\x3Flm\\x3D1617393778\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
200000,FC\x20Lahti,22,\u20AC200Th.,2017-03-25,1490396400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2925_1617393778.png\\x3Flm\\x3D1617393778\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
250000,FC\x20Lahti,22,\u20AC250Th.,2017-06-25,1498341600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2925_1617393778.png\\x3Flm\\x3D1617393778\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
250000,FC\x20Lahti,22,\u20AC250Th.,2017-10-29,1509228000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2925_1617393778.png\\x3Flm\\x3D1617393778\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
400000,Sarpsborg\x2008\x20FF,23,\u20AC400Th.,2018-09-10,1536530400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F10217.png\\x3Flm\\x3D1410172953\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
500000,Sarpsborg\x2008\x20FF,23,\u20AC500Th.,2018-12-30,1546124400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F10217.png\\x3Flm\\x3D1410172953\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
700000,Zenit\x20St.\x20Petersburg,24,\u20AC700Th.,2019-09-10,1568066400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F964.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
600000,Zenit\x20St.\x20Petersburg,24,\u20AC600Th.,2019-12-23,1577055600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F964.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
475000,Zenit\x20St.\x20Petersburg,25,\u20AC475Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F964.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
500000,Zenit\x20St.\x20Petersburg,25,\u20AC500Th.,2020-07-29,1595973600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F964.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
500000,Zenit\x20St.\x20Petersburg,25,\u20AC500Th.,2020-12-29,1609196400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F964.png\\x3Flm\\x3D1486195881\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
700000,Djurg\u00E5rdens\x20IF,26,\u20AC700Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
700000,Djurg\u00E5rdens\x20IF,26,\u20AC700Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/aleksandr-vasyutin/profil/spieler/215213
100000,IFK\x20Norrk\u00F6ping,18,\u20AC100Th.,2011-05-30,1306706400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
400000,IFK\x20Norrk\u00F6ping,20,\u20AC400Th.,2013-08-07,1375826400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
400000,IFK\x20Norrk\u00F6ping,21,\u20AC400Th.,2014-06-30,1404079200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
500000,IFK\x20Norrk\u00F6ping,22,\u20AC500Th.,2015-04-11,1428703200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
700000,IFK\x20Norrk\u00F6ping,22,\u20AC700Th.,2015-06-14,1434232800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
900000,IFK\x20Norrk\u00F6ping,23,\u20AC900Th.,2015-11-29,1448751600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1100000,IFK\x20Norrk\u00F6ping,23,\u20AC1.10m,2016-06-17,1466114400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1100000,Eintracht\x20Braunschweig,24,\u20AC1.10m,2017-01-23,1485126000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F23_1499120279.png\\x3Flm\\x3D1499120280\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1500000,Eintracht\x20Braunschweig,24,\u20AC1.50m,2017-06-27,1498514400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F23_1499120279.png\\x3Flm\\x3D1499120280\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1500000,Eintracht\x20Braunschweig,25,\u20AC1.50m,2018-01-22,1516575600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F23.png\\x3Flm\\x3D1545376138\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1250000,Eintracht\x20Braunschweig,25,\u20AC1.25m,2018-06-19,1529359200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F23.png\\x3Flm\\x3D1545376138\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
800000,Eintracht\x20Braunschweig,25,\u20AC800Th.,2018-09-01,1535752800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F23.png\\x3Flm\\x3D1545376138\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
700000,IFK\x20Norrk\u00F6ping,26,\u20AC700Th.,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
900000,IFK\x20Norrk\u00F6ping,27,\u20AC900Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
725000,IFK\x20Norrk\u00F6ping,27,\u20AC725Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1000000,IFK\x20Norrk\u00F6ping,27,\u20AC1.00m,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
2000000,IFK\x20Norrk\u00F6ping,28,\u20AC2.00m,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1500000,IFK\x20Norrk\u00F6ping,28,\u20AC1.50m,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
1300000,IFK\x20Norrk\u00F6ping,29,\u20AC1.30m,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/christoffer-nyman/profil/spieler/167149
750000,Tottenham\x20Hotspur,21,\u20AC750Th.,2020-07-30,1596060000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F148.png\\x3Flm\\x3D1544345801\\x29'},https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
750000,Tottenham\x20Hotspur,22,\u20AC750Th.,2020-10-13,1602540000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F148.png\\x3Flm\\x3D1544345801\\x29'},https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
800000,Tottenham\x20Hotspur,22,\u20AC800Th.,2021-03-18,1616022000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F148.png\\x3Flm\\x3D1544345801\\x29'},https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
1000000,Tottenham\x20Hotspur,22,\u20AC1.00m,2021-06-08,1623103200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F148.png\\x3Flm\\x3D1544345801\\x29'},https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
800000,Degerfors\x20IF,23,\u20AC800Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3641.png\\x3Flm\\x3D1525078982\\x29'},https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
200000,KV\x20Oostende,19,\u20AC200Th.,2017-07-25,1500933600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
300000,KV\x20Oostende,20,\u20AC300Th.,2018-01-09,1515452400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
400000,KV\x20Oostende,20,\u20AC400Th.,2018-03-30,1522360800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
700000,KV\x20Oostende,20,\u20AC700Th.,2018-06-03,1527976800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
600000,KV\x20Oostende,21,\u20AC600Th.,2018-12-27,1545865200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
600000,AS\x20B\u00E9ziers,21,\u20AC600Th.,2019-06-27,1561586400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F10867.png\\x3Flm\\x3D1481630489\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
500000,KV\x20Oostende,22,\u20AC500Th.,2019-12-13,1576191600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2861_1488995460.png\\x3Flm\\x3D1488995460\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
400000,Djurg\u00E5rdens\x20IF,22,\u20AC400Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
200000,Djurg\u00E5rdens\x20IF,22,\u20AC200Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
200000,Djurg\u00E5rdens\x20IF,23,\u20AC200Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
200000,Djurg\u00E5rdens\x20IF,23,\u20AC200Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
300000,Djurg\u00E5rdens\x20IF,23,\u20AC300Th.,2021-09-17,1631829600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
400000,Djurg\u00E5rdens\x20IF,24,\u20AC400Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1044.png\\x3Flm\\x3D1584290320\\x29'},https://www.transfermarkt.com/emmanuel-banda/profil/spieler/490308
100000,Varbergs\x20BoIS,20,\u20AC100Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F10507.png\\x3Flm\\x3D1415700920\\x29'},https://www.transfermarkt.com/victor-karlsson/profil/spieler/501063
250000,Varbergs\x20BoIS,20,\u20AC250Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F10507.png\\x3Flm\\x3D1415700920\\x29'},https://www.transfermarkt.com/victor-karlsson/profil/spieler/501063
75000,Mj\u00E4llby\x20AIF,22,\u20AC75Th.,2014-07-06,1404597600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,Aalborg\x20BK,22,\u20AC100Th.,2015-02-06,1423177200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,Aalborg\x20BK,23,\u20AC100Th.,2015-09-02,1441144800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,Aalborg\x20BK,23,\u20AC100Th.,2016-01-21,1453330800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1053.png\\x3Flm\\x3D1518117565\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,IFK\x20Norrk\u00F6ping,24,\u20AC300Th.,2016-06-17,1466114400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,IFK\x20Norrk\u00F6ping,24,\u20AC300Th.,2016-12-11,1481410800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
200000,IFK\x20Norrk\u00F6ping,25,\u20AC200Th.,2017-06-20,1497909600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,IFK\x20Norrk\u00F6ping,25,\u20AC100Th.,2017-11-17,1510873200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,IFK\x20Norrk\u00F6ping,26,\u20AC100Th.,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,IFK\x20Norrk\u00F6ping,26,\u20AC100Th.,2019-01-16,1547593200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
100000,IFK\x20Norrk\u00F6ping,27,\u20AC100Th.,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,IFK\x20Norrk\u00F6ping,27,\u20AC300Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,IFK\x20Norrk\u00F6ping,28,\u20AC300Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,IFK\x20Norrk\u00F6ping,28,\u20AC300Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
300000,Mj\u00E4llby\x20AIF,29,\u20AC300Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
250000,Mj\u00E4llby\x20AIF,29,\u20AC250Th.,2021-09-17,1631829600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
200000,Mj\u00E4llby\x20AIF,29,\u20AC200Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/andreas-blomqvist/profil/spieler/223032
25000,HJK\x20Klubi\x2004\x20Helsinki,16,\u20AC25Th.,2015-11-02,1446418800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F11131.png\\x3Flm\\x3D1640111375\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
25000,HJK\x20Helsinki,16,\u20AC25Th.,2016-03-10,1457564400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1008_1640111292.png\\x3Flm\\x3D1640111292\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
25000,HJK\x20Helsinki,16,\u20AC25Th.,2016-07-09,1468015200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1008_1640111292.png\\x3Flm\\x3D1640111292\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
50000,HJK\x20Helsinki,17,\u20AC50Th.,2016-10-28,1477605600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1008_1640111292.png\\x3Flm\\x3D1640111292\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
50000,Rovaniemen\x20Palloseura,17,\u20AC50Th.,2017-03-25,1490396400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3776.png\\x3Flm\\x3D1543155595\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
100000,Rovaniemen\x20Palloseura,17,\u20AC100Th.,2017-06-25,1498341600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3776.png\\x3Flm\\x3D1543155595\\x29'},https://www.transfermarkt.com/saku-ylatupa/profil/spieler/344836
